name,old_price,new_price,change_percent
Bobbi Brown Bronzing Powder - Golden Tan (9 g),4240.0,5300.0,25.0
FENTY BEAUTY Soft'Lit Naturally Luminous Foundation - 490 (32 ml),3500.0,3937.0,12.49
Smashbox Always On Foundation - F20N (Level Two Fair With A Neutral Undertone) - (30Ml),2870.0,3075.0,7.14
Lakme 9to5 Hya Matte Foundation + Hyaluronic Acid - Cool Cocoa (25 ml),584.0,539.0,-7.71
Estee Lauder Double Wear Stay-in-Place Foundation SPF10 - 2C1 Pure Beige (30 ml),3910.0,4600.0,17.65
KIKO Milano Skin Lover Intensive Serum Foundation - 3NG Neutral Gold (28 ml),1776.0,1881.0,5.91
Prada Reveal Skin Optimizing Foundation - MC45 Medium Cool (30 ml),6210.0,5865.0,-5.56
KIKO Milano Instamoisture Liquid Foundation with SPF 25 - 10 Neutral (30 ml),1351.0,1431.0,5.92
Smashbox Always On Foundation - L10N (Level One Light With A Neutral Undertone) - (30Ml),2765.0,2962.0,7.12
Clarins Skin Illusion Full Coverage Foundation - 117.5W (30 ml),3145.0,3330.0,5.88
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 04 (9 g),3320.0,3527.0,6.23
FENTY BEAUTY We're Even Hydrating Concealer - 110W (9 ml),2740.0,2911.0,6.24
Too Faced Born This Way Super Blur Powder - Deep (4.8 g),2880.0,3600.0,25.0
Estee Lauder Double Wear Stay-in-Place Foundation SPF10 - 6C1 Rich Cocoa (30 ml),3910.0,4600.0,17.65
KIKO Milano Skin Lover Intensive Serum Foundation - 1.5NR Neutral Rose (28 ml),1776.0,1881.0,5.91
FENTY BEAUTY We're Even Hydrating Concealer - 480N (9 ml),2740.0,2911.0,6.24
KIKO Milano Unlimited Liquid Foundation - 9.5 Neutral (30 ml),1351.0,1431.0,5.92
FENTY BEAUTY Soft'Lit Naturally Luminous Foundation - 445 (32 ml),3500.0,3937.0,12.49
Ras Luxury Skincare Radiance Glo-Tinttm Serum Skin Perfector - Taupe (30 g),2242.0,2392.0,6.69
Lakme 9to5 Hya Matte Foundation + Hyaluronic Acid - Neutral Light (25 ml),584.0,539.0,-7.71
CLINIQUE Bestseller Jumbo Duo Combo,8882.0,10450.0,17.65
KIKO Milano Skin Lover Intensive Serum Foundation - 5NR Neutral Rose (28 ml),1776.0,1881.0,5.91
Smashbox Hot Stx Blush Stick - Pink.PNG (5 g),1800.0,2250.0,25.0
KIKO Milano Unlimited Matte Longlasting Loose Powder - 06 Cocoa (9 g),1317.0,1395.0,5.92
Armani Power Fabric+ Full Coverage Liquid Foundation - 9-Tan To Deep Olive (30 ml),4725.0,5250.0,11.11
CLINIQUE Even Better All-Over Concealer + Eraser - WN 100 Deep Honey (6 ml),2635.0,2790.0,5.88
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 300 (32 ml),3320.0,4150.0,25.0
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 400 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 175 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 110 (32 ml),3320.0,3527.0,6.23
Prada Reveal Skin Optimizing Foundation - LC10 Light Cool (30 ml),6615.0,6247.0,-5.56
Bobbi Brown Vitamin Enriched Skin Tint Foundation with SPF 15 - 2 Fair (50ml),4040.0,5050.0,25.0
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 22 (9 g),3320.0,3527.0,6.23
Charmacy Milano Prep & Set and Foundation - 02 Combo,2726.0,2788.0,2.27
Swiss Beauty Face Makeup Essential Combo,375.0,404.0,7.73
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 170 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 06 (9 g),3320.0,3527.0,6.23
FENTY BEAUTY Soft'Lit Naturally Luminous Foundation - 470 (32 ml),3500.0,3937.0,12.49
Clarins Skin Illusion Foundation - 114 Cappuccino (30 ml),2975.0,3150.0,5.88
Lancome Teint Idole Ultra Wear Foundation - 250W (30ml),3600.0,4050.0,12.5
Renee Pro Concealer - 02 Cookie (14 ml),622.0,645.0,3.7
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 150 (32 ml),3500.0,3718.0,6.23
Benefit Cosmetics Glow-La-La Velvet Gleam Highlighter - Luna (3 g),3330.0,3700.0,11.11
CLINIQUE Even Better All Over Primer & Corrector - Apricot (6ml),2635.0,2790.0,5.88
CLINIQUE EB Clinical Serum Foundation SPF 20 - Pecan (30 ml),3527.0,3735.0,5.9
Clinique Even Better Makeup SPF 15 - WN 12 Meringue (30 ml),3060.0,3240.0,5.88
Too Faced Born This Way Super Coverage Multi Use Sculpting Concealer - Cocoa (13.5ml),2100.0,2800.0,33.33
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 470 (32 ml),3320.0,3527.0,6.23
Too Faced Born This Way Foundation - Mocha (30 ml),3160.0,3950.0,25.0
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 18 (9 g),3320.0,3527.0,6.23
Smashbox Always On Foundation - M10W (Level One Medium With A Warm Undertone) - (30Ml),2975.0,4250.0,42.86
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 495 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Soft'Lit Naturally Luminous Foundation - 420 (32 ml),3500.0,3937.0,12.49
Clinique Even Better Clinical Vitamin Makeup Foundation with SPF 50 - Medium Cool 2 (30 ml),3527.0,3735.0,5.9
KIKO Milano Insta Moisture Foundation SPF 25 - G5 Gold (30 ml),1351.0,1431.0,5.92
Armani Power Fabric Concealer - 8 Deep (6 ml),3015.0,3350.0,11.11
Makeup Revolution Color Correcting Stick - Yellow & Green (8.6g),620.0,659.0,6.29
Charmacy Milano Matte Foundation 01 & Concealer 02 Combo,1582.0,1618.0,2.28
KIKO Milano Full Coverage 2-In-1 Foundation and Concealer - N37 Neutral 37 (25 ml),1946.0,2061.0,5.91
M.A.C Strobe Dewy Skin Tint - 02 Rich (30ml),2640.0,3300.0,25.0
Too Faced Born This Way Soft Matte Foundation - Almond (30 ml),2962.0,3950.0,33.36
Bobbi Brown Weightless Skin Natural Matte Finish Foundation SPF 15 - Warm Walnut (30 ml),3742.0,3992.0,6.68
Benefit Cosmetics The POREfessional Foundation with Niacinamide - 19N Triumph (30ml),4185.0,4650.0,11.11
Lakme 9to5 Hya Matte Foundation + Hyaluronic Acid - Cool Tan (25 ml),584.0,539.0,-7.71
FENTY BEAUTY Soft'Lit Naturally Luminous Foundation - 495 (32 ml),3900.0,4387.0,12.49
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 16 (9 g),3320.0,3527.0,6.23
Clarins Skin Illusion Full Coverage Foundation - 112.5W (30 ml),3145.0,3330.0,5.88
PAC Spotlight Liquid Concealer - 04 Skin Peach (15g),895.0,967.0,8.04
"Charmacy Milano Foundation 03, Concealer 01 & HD Compact 01 Combo",2286.0,2338.0,2.27
FENTY BEAUTY We're Even Hydrating Concealer - 498N (9 ml),2740.0,2911.0,6.24
Lakme 9to5 Hya Matte Liquid Concealer - Sand (2 ml),454.0,419.0,-7.71
Clarins SOS Color Correcting Face Primer - Redness Green (30 ml),2677.0,2835.0,5.9
Lancome Teint Idole Ultra Wear Foundation - 315C (30ml),3600.0,4050.0,12.5
Clinique Even Better Clinical Vitamin Makeup Foundation with SPF 50 - Medium Deep Warm 2 (30 ml),3485.0,3690.0,5.88
RENEE 7-In-1 Face Base BB Cream SPF 30 - B03 Biscuit (30ml),423.0,440.0,4.02
Renee Pro Broadway Foundation - 08 Euphoria (30 ml),962.0,1000.0,3.95
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 390 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 160 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 140 (32 ml),3320.0,3527.0,6.23
Renee Pro Broadway Foundation - 07 Aura (30 ml),962.0,1000.0,3.95
Prada Reveal Skin Optimizing Foundation - DN70 Dark Neutral (30 ml),6615.0,6247.0,-5.56
CLINIQUE Even Better All-Over Concealer + Eraser - WN 38 Stone (6 ml),2592.0,2745.0,5.9
Smashbox Always On Foundation - T10N (Level One Tan With A Neutral Undertone) - (30Ml),2975.0,4250.0,42.86
The Body Shop Tea Tree Face Base Compact - Tan 1W (9 g),1383.0,1476.0,6.72
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 410 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Soft'Lit Naturally Luminous Foundation - 450 (32 ml),3500.0,3937.0,12.49
Laura Mercier Tinted Moisturizer Blush - Corsica (15ml),2800.0,3500.0,25.0
Lancome Teint Idole Ultra Wear Foundation - 220C (30ml),3600.0,4050.0,12.5
Lakme 9to5 Hya Matte Foundation + Hyaluronic Acid - Warm Caramel (25 ml),584.0,539.0,-7.71
M.A.C Studio Fix Powder Plus Foundation - NW22 (12 g),2890.0,3400.0,17.65
Too Faced Born This Way Soft Matte Foundation - Light Beige (30 ml),2962.0,3950.0,33.36
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 420 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY We're Even Hydrating Concealer - 170C (9 ml),2740.0,2911.0,6.24
Prada Reveal Skin Optimizing Foundation - DW75 Dark Warm (30 ml),6615.0,6247.0,-5.56
Too Faced Born This Way Foundation - Honey (30 ml),3160.0,3950.0,25.0
Estee Lauder Double Wear Sheer Flattery Loose Powder - Medium Soft Glow (9g),5400.0,6000.0,11.11
FENTY BEAUTY We're Even Hydrating Concealer - 440W (9 ml),2740.0,2911.0,6.24
Armani Power Fabric Concealer - 7 Deep (6 ml),3015.0,3350.0,11.11
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 490 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 120 (32 ml),3320.0,3527.0,6.23
Smashbox Always On Foundation - F30N (Level Three Fair With A Neutral Undertone) - (30Ml),2870.0,3075.0,7.14
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 20 (9 g),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 480 (32 ml),3320.0,3527.0,6.23
Ras Luxury Skincare Radiance Glo-Tinttm Serum Skin Perfector - Ashwood (30 g),2242.0,2392.0,6.69
Charmacy Milano Prep & Set + Foundation 01 Combo,2726.0,2788.0,2.27
Swiss Beauty Select High On Cover Liquid Concealer - 4.0 Deep (5.5 ml),344.0,387.0,12.5
Armani Power Fabric Concealer - 5 Tan (6 ml),3015.0,3350.0,11.11
Renee Cosmetics Pro HD Concealer - Tan (8 g),570.0,592.0,3.86
Bobbi Brown Skin Concealer Stick - Chestnut (3 g),2760.0,3450.0,25.0
Clinique Even Better Clinical Vitamin Makeup Foundation with SPF 50 - Light Warm 3 (30 ml),3485.0,3690.0,5.88
Charmacy Milano Foundation 05 & Compact 04 Combo,1671.0,1709.0,2.27
M.A.C Studio Fix Fluid SPF 15 Foundation - NW45 (30 ml),3000.0,4000.0,33.33
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 24 (9 g),3320.0,3527.0,6.23
Lakme 9to5 Hya Matte Foundation + Hyaluronic Acid - Cool Mocha (25 ml),584.0,539.0,-7.71
Clinique Even Better Clinical Vitamin Makeup Foundation with SPF 50 - Light Medium Cool 3 (30 ml),3485.0,3690.0,5.88
Lakme Fashionista's Fix Collection Combo,1450.0,1467.0,1.17
KIKO Milano Skin Lover Intensive Serum Foundation - 2WR Warm Rose (28 ml),1776.0,1881.0,5.91
Charmacy Milano Matte Foundation 02 +  True & False Mascara Combo,1490.0,1524.0,2.28
Clinique Even Better All-Over Concealer + Eraser - WN 125 Mahogany (6 ml),2635.0,2790.0,5.88
Clarins Skin Illusion Full Coverage Foundation - 112.3N (30 ml),3145.0,3330.0,5.88
Clinique Even Better Clinical Vitamin Makeup Foundation with SPF 50 - Light Medium Cool 4 (30 ml),3527.0,3735.0,5.9
Bobbi Brown Skin Full Cover Concealer - Walnut (8 ml),2917.0,3890.0,33.36
Too Faced Born This Way Soft Matte Foundation - Snow (30 ml),2962.0,3160.0,6.68
Estee Lauder Double Wear Sheer Flattery Loose Powder - Light Medium Matte (9g),5400.0,6000.0,11.11
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 185 (32 ml),3320.0,3527.0,6.23
Clarins Joli Loose Powder - 02 Universal Medium (15 g),2890.0,3060.0,5.88
M.A.C Pro Longwear Concealer - 40NW (9 ml),2680.0,3350.0,25.0
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 17 (9 g),3320.0,3527.0,6.23
KIKO Milano Skin Lover Intensive Serum Foundation - 9.5NR Neutral Rose (28 ml),1776.0,1881.0,5.91
Smashbox Always On Foundation - D30W (Level Three Dark With A Warm Undertone) - (30Ml),3160.0,3950.0,25.0
KIKO Milano Instamoisture Liquid Foundation with SPF 25 - 9.5 Gold (30 ml),1351.0,1431.0,5.92
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 21 (9 g),3320.0,3527.0,6.23
Benefit Cosmetics Glow-La-La Velvet Gleam Highlighter - Lumi (3 g),3600.0,4000.0,11.11
Estee Lauder Double Wear Sheer Flattery Loose Powder - Medium Matte (9g),4770.0,5300.0,11.11
Too Faced Born This Way Soft Matte Foundation - Porcelain (30 ml),2962.0,3160.0,6.68
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 498 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY Bright Fix Brightening Powder - Pumpkin 06 (7.95 g),3080.0,3272.0,6.23
FENTY BEAUTY We're Even Hydrating Concealer - 430W (9 ml),2740.0,2911.0,6.24
M.A.C Studio Radiance Serum Powered Foundation - NC47 (30ml),3225.0,4300.0,33.33
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 19 (9 g),3320.0,3527.0,6.23
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 385 (32 ml),3320.0,3527.0,6.23
FENTY BEAUTY We're Even Hydrating Concealer - 470W (9 ml),2740.0,2911.0,6.24
M.A.C Studio Fix Powder Plus Foundation - NW43 (12 g),2550.0,3000.0,17.65
KIKO Milano Skin Lover Intensive Serum Foundation - 9NR Neutral Rose (28 ml),1776.0,1881.0,5.91
Clarins SOS Color Correcting Face Primer - Luminosity White (30 ml),2677.0,2835.0,5.9
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 485 (32 ml),3320.0,3527.0,6.23
Smashbox Always On Foundation - D10O (Level One Dark With An Olive Undertone) - (30Ml),3280.0,4100.0,25.0
FENTY BEAUTY We're Even Hydrating Concealer - 490N (9 ml),2740.0,2911.0,6.24
Clinique Even Better Clinical Vitamin Makeup Foundation with SPF 50 - Light Medium Cool 5 (30 ml),3485.0,3690.0,5.88
Clarins Skin Illusion Full Coverage Foundation - 110.5W (30 ml),3145.0,3330.0,5.88
Clarins Skin Illusion Full Coverage Foundation - 115C (30 ml),3145.0,3330.0,5.88
Bobbi Brown Bronzing Powder - Golden Natural (9 g),4360.0,5450.0,25.0
Clarins Skin Illusion Full Coverage Foundation - 114.5W (30 ml),3145.0,3330.0,5.88
M.A.C Studio Fix Powder Plus Foundation - N6.5 (12 g),2550.0,3000.0,17.65
Prada Reveal Skin Optimizing Foundation - LW25 Light Warm (30 ml),6615.0,6247.0,-5.56
FENTY BEAUTY We're Even Hydrating Concealer - 420W (9 ml),2740.0,2911.0,6.24
"Charmacy Milano Foundation 02, Concealer 01 & HD Compact 01 Combo",2286.0,2338.0,2.27
KIKO Milano Skin Lover Intensive Serum Foundation - 20N Neutral (28 ml),1776.0,1881.0,5.91
Clarins Skin Illusion Full Coverage Foundation - 112C (30 ml),3145.0,3330.0,5.88
Charmacy Milano Matte Foundation 02+ Power Lash Mascara + Ultra Thin Stoke Pen (Dark Brunette) Combo,2014.0,2060.0,2.28
Ras Luxury Skincare Radiance Glo-Tinttm Serum Skin Perfector - Chestnut (30 g),2242.0,2392.0,6.69
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 130 (32 ml),3320.0,3527.0,6.23
Ras Luxury Skincare Radiance Glo-Tinttm Serum Skin Perfector - Ebony (30 g),2242.0,2392.0,6.69
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 440 (32 ml),3320.0,3527.0,6.23
M.A.C Studio Radiance Serum Powered Foundation - NC63 (30 ml),3225.0,4300.0,33.33
FENTY BEAUTY Eaze Drop Blur + Smooth Tint Stick - 25 (9 g),3320.0,3527.0,6.23
Bobbi Brown Skin Full Cover Concealer - Almond (8 ml),2917.0,3890.0,33.36
Clarins Skin Illusion Full Coverage Foundation - 108.3N (30 ml),3145.0,3330.0,5.88
Clarins Skin Illusion Full Coverage Foundation - 108.5W (30 ml),3145.0,3330.0,5.88
FENTY BEAUTY We're Even Hydrating Concealer - 485C (9 ml),2740.0,2911.0,6.24
KIKO Milano Instamoisture Liquid Foundation with SPF 25 - 10 Rose (30 ml),1351.0,1431.0,5.92
Too Faced Born This Way Soft Matte Foundation - Spiced Rum (30 ml),2962.0,3160.0,6.68
Clarins Skin Illusion Full Coverage Foundation - 113C (30 ml),3145.0,3330.0,5.88
Too Faced Born This Way Soft Matte Foundation - Truffle (30 ml),2962.0,3160.0,6.68
Clarins Skin Illusion Full Coverage Foundation - 118.3W (30 ml),3145.0,3330.0,5.88
Charmacy Milano Matte Foundation 02 +  Power Lash Mascara Combo,1578.0,1614.0,2.28
RENEE 7-In-1 Face Base BB Cream SPF 30 - B02 Peanut (30ml),423.0,440.0,4.02
FENTY BEAUTY Pro Filt'r Soft Matte Foundation - 445 (32 ml),3320.0,3527.0,6.23
KIKO Milano Full Coverage Dark Circles Concealer - 10 - Rich Golden (8 ml),1062.0,1000.0,-5.84
